336,2014/11/19 18:13:01 HST
#0,,,,,,,,,,,,,,,,,,
#,,V 1.12,"KC, 2014nov19",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,New values for Hamamatsu CCDs updated for B600 IFU, R831 ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.11,"KC, 2014sep19",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,New values for Hamamatsu CCDs updated for B600, R600 (excluding IFU),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.10,"KC, 2014jul23",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,New values for Hamamatsu CCDs updated for B1200, R400, R150,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.9,"GG, 2011jan24",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,added order-blocking filters support for remaining gratings,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.8,"GG, 2011jan12",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,added order-blocking filters support forn R831 ,,,,,,,,,,,,,,,,
#,,version renumbered for cosistency with OT,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.7,"GG, 2011nov28",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,"all slits supported (Longslit, NS, MOS); Bug fixes",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.5,"GG, 2011oct13",,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,Any filter ($.*) for IFU,,,,,,,,,,,,,,,,
#,,"Used regular expressions for Longslit and N and S, and IFU ",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.44,,,,,,,,,,,,,,,,
#,,"GG, 2011Sep15",,,,,,,,,,,,,,,,
#,,changes:,,,,,,,,,,,,,,,,
#,,Filled Calibration Basecal column,,,,,,,,,,,,,,,,
#,,Used Longslit.* and N and S *  for FPU,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,V 1.3,,,,,,,,,,,,,,,,
#,,"GG, 2011Ago17",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,Recommended GCAL configurations and Exp. Times for GMOS calibrations:,,,,,,,,,,,,,,,,
#,,Spectroscopic Arcs:  R150 R400 B600 R600 R831 B1200,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,Note the following:,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,"All CuAr Arcs are taken with GCALlamp=CuAr, GCALdiffuser=VISIBLE",,,,,,,,,,,,,,,,
#,,The choice of filter within GMOS is not considered except for IFU-2 configurations,,,,,,,,,,,,,,,,
#,,The Readout is Slow and the Gain is Low and the three best amps were used for GCALflats,,,,,,,,,,,,,,,,
#,,"For High gain, use 2x the exposure time from Low gain",,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#  Instrument Configuration from OT,,,,,,,,,,,GCAL configuration,,,,,,,
Disperser,Filter,Focal Plane Unit,Xbin,Ybin,Central Wavelength,Order ,Gain,,/=>/,,Calibration Observe,Calibration Filter,Calibration Diffuser,Calibration Lamps,Calibration Shutter,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
R600_G5324,$.*,IFU *,1,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,180,1,Day
R600_G5324,$.*,IFU *,2,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,180,1,Day
R600_G5324,$.*,IFU *,4,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,120,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,1,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,160,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,1,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,2,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,2,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,1,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,4,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,2,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,4,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,4,555 - 610,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,10,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*,IFU *,1,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,90,1,Day
R600_G5324,$.*,IFU *,2,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,45,1,Day
R600_G5324,$.*,IFU *,4,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,23,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,1,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,160,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,1,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,2,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,2,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,1,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,4,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,2,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,4,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,4,610 - 800,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,10,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*,IFU *,1,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,30,1,Day
R600_G5324,$.*,IFU *,2,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,15,1,Day
R600_G5324,$.*,IFU *,4,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,8,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,1,800 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,4,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,1,800 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,2,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,2,800 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,2,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,2,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,30,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,1,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,30,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,1,4,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,30,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,2,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,15,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,2,4,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,15,1,Day
R600_G5324,$.*one|.*G.*,$.*arcsec.*,4,4,800 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,6,1,Day
#,,,,,,,,,,,,,,,,,,Day
R600_G5324,$.*,IFU *,1,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,14,1,Day
R600_G5324,$.*,IFU *,2,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,7,1,Day
R600_G5324,$.*,IFU *,4,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,4,1,Day
#,,,,,,,,,,,,,,,,,,Day
#,,,,,,,,,,,,,,,,,,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,1,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,180,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,1,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,120,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,2,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,120,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,2,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,60,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,1,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,60,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,4,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,60,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,2,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,30,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,4,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,30,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,4,350 - 595,1,Low,,,,1,        None,Visible,CuAr arc,Closed,15,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*,IFU *,1,1,350 - 590,1,Low,,,,1,         None,Visible,CuAr arc,Closed,300,1,Day
R831_G5322,$.*,IFU *,2,1,350 - 590,1,Low,,,,1,         None,Visible,CuAr arc,Closed,180,1,Day
R831_G5322,$.*,IFU *,4,1,350 - 590,1,Low,,,,1,         None,Visible,CuAr arc,Closed,120,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,1,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,45,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,1,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,24,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,2,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,24,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,2,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,12,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,1,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,12,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,4,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,12,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,2,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,6,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,4,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,6,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,4,595 - 625,1,Low,,,,1,        None,Visible,CuAr arc,Closed,3,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,1,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,120,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,1,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,70,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,2,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,70,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,2,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,1,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,4,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,2,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,17,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,4,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,17,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,4,625 - 675,1,Low,,,,1,      GMOS balance,Visible,CuAr arc,Closed,9,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*,IFU *,1,1,590 - 650,1,Low,,,,1,         None,Visible,CuAr arc,Closed,90,1,Day
R831_G5322,$.*,IFU *,2,1,590 - 650,1,Low,,,,1,         None,Visible,CuAr arc,Closed,45,1,Day
R831_G5322,$.*,IFU *,4,1,590 - 650,1,Low,,,,1,         None,Visible,CuAr arc,Closed,20,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,1,675 - 780,1,Low,,,,1,        None,Visible,CuAr arc,Closed,4,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,1,675 - 780,1,Low,,,,1,        None,Visible,CuAr arc,Closed,2,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,2,675 - 780,1,Low,,,,1,        None,Visible,CuAr arc,Closed,2,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,2,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,1,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,4,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,35,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,2,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,17,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,4,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,17,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,4,675 - 780,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,9,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,1,780 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,2,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,1,780 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,1,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,2,780 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,1,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,2,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,16,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,1,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,16,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,1,4,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,16,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,2,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,8,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,2,4,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,8,1,Day
R831_G5322,$.*one|.*G.*,$.*arcsec.*,4,4,780 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,4,1,Day
#,,,,,,,,,,,,,,,,,,Day
R831_G5322,$.*,IFU *,1,1,650 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,20,1,Day
R831_G5322,$.*,IFU *,2,1,650 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,10,1,Day
R831_G5322,$.*,IFU *,4,1,650 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,5,1,Day
# ,,,,,,,,,,,,,,,,,,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,1,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,90,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,1,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,60,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,2,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,60,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,2,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,1,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,4,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,2,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,4,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,4,350 - 616,1,Low,,,,1,        None,Visible,CuAr arc,Closed,10,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*,IFU *,1,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,360,1,Day
B1200_G5321,$.*,IFU *,2,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,360,1,Day
B1200_G5321,$.*,IFU *,4,1,350 - 555,1,Low,,,,1,         None,Visible,CuAr arc,Closed,240,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,1,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,80,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,1,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,2,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,2,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,1,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,4,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,2,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,4,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,4,616 - 660,1,Low,,,,1,        None,Visible,CuAr arc,Closed,5,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*,IFU *,1,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,180,1,Day
B1200_G5321,$.*,IFU *,2,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,120,1,Day
B1200_G5321,$.*,IFU *,4,1,555 - 610,1,Low,,,,1,         None,Visible,CuAr arc,Closed,60,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,1,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,5,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,1,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,1,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,1,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,2,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,2,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,2,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,2,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,5,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,1,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,1,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,5,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,4,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,4,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,5,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,2,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,2,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,3,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,4,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,4,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,3,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,4,660 - 760,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,4,660 - 760,1,Low,,,,1,        None,Visible,CuAr arc,Closed,1,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*,IFU *,1,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,60,1,Day
B1200_G5321,$.*,IFU *,2,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,30,1,Day
B1200_G5321,$.*,IFU *,4,1,610 - 800,1,Low,,,,1,         None,Visible,CuAr arc,Closed,16,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,1,760 - 1200,1,Low,,,,1,        None,Visible,CuAr arc,Closed,4,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,1,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,2,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,2,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,1,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,1,4,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,2,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,2,4,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*one|.*G.*,$.*arcsec.*,4,4,760 - 1200,1,Low,,,,1,       GMOS balance,Visible,CuAr arc,Closed,5,1,Day
#,,,,,,,,,,,,,,,,,,Day
B1200_G5321,$.*,IFU *,1,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,20,1,Day
B1200_G5321,$.*,IFU *,2,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,10,1,Day
B1200_G5321,$.*,IFU *,4,1,800 - 1200,1,Low,,,,1,         None,Visible,CuAr arc,Closed,5,1,Day
#,,,,,,,,,,,,,,,,,,Day
#,,,,,,,,,,,,,,,,,,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,1,1,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,160,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,2,1,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,1,2,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,80,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,2,2,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,4,1,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,1,4,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,40,1,Day
R150_G5326,$.*one|.*G.*,$.*arcsec.*,4,2,350 - 1200,1,High,,,,1,       GMOS balance,Visible,CuAr arc,Closed,20,1,Day
