257,2013/07/12 16:46:59 HST
#,,V 257,"MLB, 2013jul12 added config for 13B-Q-91",,,,,,,,,,,
Mode,Pixel Scale,Disperser,Cross Dispersed,Central Wavelength,Focal Plane Unit,Well Depth,Calibration Lamps,Calibration Shutter,Calibration Filter,Calibration Diffuser,Calibration Observe,Calibration Exposure Time,Calibration Coadds,Calibration Basecal
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.63,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.63,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,2.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.63,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,2.3,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.49 - 1.63,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,2,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.63 - 1.77,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.63 - 1.77,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.63 - 1.77,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.63 - 1.77,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.10,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.10,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.10,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,1.91 - 2.10,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.10 - 2.29,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.10 - 2.29,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.10 - 2.29,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.10 - 2.29,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.29 - 2.48,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,13,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.29 - 2.48,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,12,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.29 - 2.48,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,11,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,No,2.29 - 2.48,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,3,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,4,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.05""/pix",111 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,10,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,LXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",32 l/mm grating,SXD,1.47 - 1.80,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,4,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.8,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",111 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,10,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,10,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.8,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,SXD,0.9 - 2.56,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.17 - 1.37,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,0.6,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.47 - 1.80,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,1,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.15""/pix",32 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,5,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.03 - 1.17,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,30,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.17 - 1.37,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.47 - 1.80,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,15,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.30 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.675 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,1.0 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.45 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.20 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.15 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
Spectroscopy,"0.05""/pix",10 l/mm grating,No,1.91 - 2.49,0.10 arcsec,Shallow,Ar arc,Closed,none,IR,2,60,1,Night
